,County,Technology,Year,Vehicle Count,Make,Model
2239,Campbell,All,2023,2,KIA,NIRO
2240,Campbell,All,2023,4,KIA,SORENTO
2241,Campbell,All,2023,1,LINCOLN,CORSAIR
2242,Campbell,All,2023,1,MITSUBISHI,OUTLANDER
2243,Campbell,All,2023,11,NISSAN,LEAF
2244,Campbell,All,2023,3,RIVIAN,R1S
2245,Campbell,All,2023,7,RIVIAN,R1T
2246,Campbell,All,2023,37,TESLA,MODEL 3
2247,Campbell,All,2023,20,TESLA,MODEL S
2248,Campbell,All,2023,9,TESLA,MODEL X
2249,Campbell,All,2023,9,TESLA,MODEL Y
2250,Campbell,All,2023,8,TOYOTA,PRIUS PLUG-IN
2251,Campbell,All,2023,4,VOLKSWAGEN,ID.4
2252,Campbell,All,2023,2,VOLVO,S90
2253,Campbell,BEV,2023,2,CADILLAC,LYRIQ
2254,Campbell,BEV,2023,4,CHEVROLET,BOLT EUV
2255,Campbell,BEV,2023,15,CHEVROLET,BOLT EV
2256,Campbell,BEV,2023,3,FORD,F-150
2257,Campbell,BEV,2023,1,KIA,EV6
2258,Campbell,BEV,2023,2,KIA,NIRO
2259,Campbell,BEV,2023,11,NISSAN,LEAF
2260,Campbell,BEV,2023,3,RIVIAN,R1S
2261,Campbell,BEV,2023,7,RIVIAN,R1T
2262,Campbell,BEV,2023,37,TESLA,MODEL 3
2263,Campbell,BEV,2023,20,TESLA,MODEL S
2264,Campbell,BEV,2023,9,TESLA,MODEL X
2265,Campbell,BEV,2023,9,TESLA,MODEL Y
2266,Campbell,BEV,2023,4,VOLKSWAGEN,ID.4
2267,Campbell,PHEV,2023,2,AUDI,Q5
2268,Campbell,PHEV,2023,1,BMW,X5
2269,Campbell,PHEV,2023,30,CHEVROLET,VOLT
2270,Campbell,PHEV,2023,3,CHRYSLER,PACIFICA
2271,Campbell,PHEV,2023,4,FORD,C-MAX
2272,Campbell,PHEV,2023,4,FORD,ESCAPE
2273,Campbell,PHEV,2023,17,FORD,FUSION
2274,Campbell,PHEV,2023,4,HYUNDAI,IONIQ
2275,Campbell,PHEV,2023,2,JEEP,GRAND CHEROKEE
2276,Campbell,PHEV,2023,6,JEEP,WRANGLER
2277,Campbell,PHEV,2023,4,KIA,SORENTO
2278,Campbell,PHEV,2023,1,LINCOLN,CORSAIR
2279,Campbell,PHEV,2023,1,MITSUBISHI,OUTLANDER
2280,Campbell,PHEV,2023,8,TOYOTA,PRIUS PLUG-IN
2281,Campbell,PHEV,2023,2,VOLVO,S90
2282,Campbell,All,2024,3,AUDI,Q5 E
2283,Campbell,All,2024,2,BMW,530E
2284,Campbell,All,2024,1,BMW,I3
2285,Campbell,All,2024,4,BMW,X5
2286,Campbell,All,2024,6,CADILLAC,LYRIQ
2287,Campbell,All,2024,6,CHEVROLET,BOLT EUV
2288,Campbell,All,2024,20,CHEVROLET,BOLT EV
2289,Campbell,All,2024,1,CHEVROLET,EQUINOX EV
2290,Campbell,All,2024,25,CHEVROLET,VOLT
2291,Campbell,All,2024,1,CHRYSLER,PACIFICA
2292,Campbell,All,2024,4,FORD,C-MAX
2293,Campbell,All,2024,4,FORD,ESCAPE
2294,Campbell,All,2024,4,FORD,F-150
2295,Campbell,All,2024,19,FORD,FUSION
2296,Campbell,All,2024,5,FORD,MUSTANG MACH-E
2297,Campbell,All,2024,4,HYUNDAI,IONIQ
2298,Campbell,All,2024,2,JEEP,GRAND CHEROKEE
2299,Campbell,All,2024,5,JEEP,WRANGLER
2300,Campbell,All,2024,2,KIA,EV6
2301,Campbell,All,2024,6,KIA,EV9
2302,Campbell,All,2024,4,KIA,SORENTO
2303,Campbell,All,2024,4,LINCOLN,CORSAIR
2304,Campbell,All,2024,3,MERCEDES-BENZ,EQE-CLASS SEDAN
2305,Campbell,All,2024,7,MITSUBISHI,OUTLANDER
2306,Campbell,All,2024,10,NISSAN,LEAF
2307,Campbell,All,2024,2,PORSCHE,CAYENNE
2308,Campbell,All,2024,4,RIVIAN,R1S
2309,Campbell,All,2024,6,RIVIAN,R1T
2310,Campbell,All,2024,3,TESLA,CYBERTRUCK
2311,Campbell,All,2024,39,TESLA,MODEL 3
2312,Campbell,All,2024,25,TESLA,MODEL S
2313,Campbell,All,2024,13,TESLA,MODEL X
2314,Campbell,All,2024,16,TESLA,MODEL Y
2315,Campbell,All,2024,4,TOYOTA,PRIUS PLUG-IN
2316,Campbell,All,2024,2,VOLKSWAGEN,ID.4
2317,Campbell,All,2024,3,VOLVO,S90
2318,Campbell,BEV,2024,1,BMW,I3
2319,Campbell,BEV,2024,6,CADILLAC,LYRIQ
2320,Campbell,BEV,2024,6,CHEVROLET,BOLT EUV
2321,Campbell,BEV,2024,20,CHEVROLET,BOLT EV
2322,Campbell,BEV,2024,1,CHEVROLET,EQUINOX EV
2323,Campbell,BEV,2024,4,FORD,F-150
2324,Campbell,BEV,2024,5,FORD,MUSTANG MACH-E
2325,Campbell,BEV,2024,2,KIA,EV6
2326,Campbell,BEV,2024,6,KIA,EV9
2327,Campbell,BEV,2024,3,MERCEDES-BENZ,EQE-CLASS SEDAN
2328,Campbell,BEV,2024,10,NISSAN,LEAF
2329,Campbell,BEV,2024,4,RIVIAN,R1S
2330,Campbell,BEV,2024,6,RIVIAN,R1T
2331,Campbell,BEV,2024,3,TESLA,CYBERTRUCK
2332,Campbell,BEV,2024,39,TESLA,MODEL 3
2333,Campbell,BEV,2024,25,TESLA,MODEL S
2334,Campbell,BEV,2024,13,TESLA,MODEL X
2335,Campbell,BEV,2024,16,TESLA,MODEL Y
2336,Campbell,BEV,2024,2,VOLKSWAGEN,ID.4
2337,Campbell,PHEV,2024,3,AUDI,Q5 E
2338,Campbell,PHEV,2024,2,BMW,530E
2339,Campbell,PHEV,2024,4,BMW,X5
2340,Campbell,PHEV,2024,25,CHEVROLET,VOLT
2341,Campbell,PHEV,2024,1,CHRYSLER,PACIFICA
2342,Campbell,PHEV,2024,4,FORD,C-MAX
2343,Campbell,PHEV,2024,4,FORD,ESCAPE
2344,Campbell,PHEV,2024,19,FORD,FUSION
2345,Campbell,PHEV,2024,4,HYUNDAI,IONIQ
2346,Campbell,PHEV,2024,2,JEEP,GRAND CHEROKEE
2347,Campbell,PHEV,2024,5,JEEP,WRANGLER
2348,Campbell,PHEV,2024,4,KIA,SORENTO
2349,Campbell,PHEV,2024,4,LINCOLN,CORSAIR
2350,Campbell,PHEV,2024,7,MITSUBISHI,OUTLANDER
2351,Campbell,PHEV,2024,2,PORSCHE,CAYENNE
2352,Campbell,PHEV,2024,4,TOYOTA,PRIUS PLUG-IN
2353,Campbell,PHEV,2024,3,VOLVO,S90
2354,Cannon,All,2019,5,BMW,I3
2355,Cannon,All,2019,3,CHEVROLET,VOLT
2356,Cannon,All,2019,3,FORD,FUSION
2357,Cannon,All,2019,2,TESLA,MODEL 3
2358,Cannon,BEV,2019,4,BMW,I3
2359,Cannon,BEV,2019,2,TESLA,MODEL 3
2360,Cannon,PHEV,2019,1,BMW,I3
2361,Cannon,PHEV,2019,3,CHEVROLET,VOLT
2362,Cannon,PHEV,2019,3,FORD,FUSION
2363,Cannon,All,2020,3,BMW,I3
2364,Cannon,All,2020,3,CHEVROLET,VOLT
2365,Cannon,All,2020,6,FORD,FUSION
2366,Cannon,All,2020,2,TESLA,MODEL 3
2367,Cannon,All,2020,2,TESLA,MODEL S
2368,Cannon,BEV,2020,2,TESLA,MODEL 3
2369,Cannon,BEV,2020,2,TESLA,MODEL S
2370,Cannon,PHEV,2020,3,BMW,I3
2371,Cannon,PHEV,2020,3,CHEVROLET,VOLT
2372,Cannon,PHEV,2020,6,FORD,FUSION
2373,Cannon,All,2021,4,BMW,I3
2374,Cannon,All,2021,4,CHEVROLET,VOLT
2375,Cannon,All,2021,7,FORD,FUSION
2376,Cannon,All,2021,2,TESLA,MODEL S
2377,Cannon,All,2021,4,TESLA,MODEL Y
2378,Cannon,BEV,2021,2,TESLA,MODEL S
2379,Cannon,BEV,2021,4,TESLA,MODEL Y
2380,Cannon,PHEV,2021,4,BMW,I3
2381,Cannon,PHEV,2021,4,CHEVROLET,VOLT
2382,Cannon,PHEV,2021,7,FORD,FUSION
2383,Cannon,All,2022,4,BMW,I3
2384,Cannon,All,2022,3,CHEVROLET,BOLT EV
2385,Cannon,All,2022,1,CHEVROLET,VOLT
2386,Cannon,All,2022,7,FORD,FUSION
2387,Cannon,All,2022,6,TESLA,MODEL 3
2388,Cannon,All,2022,8,TESLA,MODEL Y
2389,Cannon,All,2022,3,TOYOTA,RAV4 PRIME
2390,Cannon,BEV,2022,3,CHEVROLET,BOLT EV
2391,Cannon,BEV,2022,6,TESLA,MODEL 3
2392,Cannon,BEV,2022,8,TESLA,MODEL Y
2393,Cannon,PHEV,2022,4,BMW,I3
2394,Cannon,PHEV,2022,1,CHEVROLET,VOLT
2395,Cannon,PHEV,2022,7,FORD,FUSION
2396,Cannon,PHEV,2022,3,TOYOTA,RAV4 PRIME
2397,Cannon,All,2023,3,BMW,I3
2398,Cannon,All,2023,1,BMW,X5
2399,Cannon,All,2023,3,CHEVROLET,BOLT EV
2400,Cannon,All,2023,4,FORD,FUSION
2401,Cannon,All,2023,4,FORD,MUSTANG MACH-E
2402,Cannon,All,2023,2,KIA,NIRO
2403,Cannon,All,2023,9,TESLA,MODEL 3
2404,Cannon,All,2023,1,TESLA,MODEL S
2405,Cannon,All,2023,3,TESLA,MODEL X
2406,Cannon,All,2023,11,TESLA,MODEL Y
2407,Cannon,All,2023,3,TOYOTA,RAV4 PRIME
2408,Cannon,All,2023,2,VOLVO,S60
2409,Cannon,All,2023,2,VOLVO,XC90
2410,Cannon,BEV,2023,3,CHEVROLET,BOLT EV
2411,Cannon,BEV,2023,4,FORD,MUSTANG MACH-E
2412,Cannon,BEV,2023,2,KIA,NIRO
2413,Cannon,BEV,2023,9,TESLA,MODEL 3
2414,Cannon,BEV,2023,1,TESLA,MODEL S
2415,Cannon,BEV,2023,3,TESLA,MODEL X
2416,Cannon,BEV,2023,11,TESLA,MODEL Y
2417,Cannon,PHEV,2023,3,BMW,I3
2418,Cannon,PHEV,2023,1,BMW,X5
2419,Cannon,PHEV,2023,4,FORD,FUSION
2420,Cannon,PHEV,2023,3,TOYOTA,RAV4 PRIME
2421,Cannon,PHEV,2023,2,VOLVO,S60
2422,Cannon,PHEV,2023,2,VOLVO,XC90
2423,Cannon,All,2024,3,BMW,I3
2424,Cannon,All,2024,5,BMW,X5
2425,Cannon,All,2024,1,CHEVROLET,BOLT EV
2426,Cannon,All,2024,1,FORD,ESCAPE
2427,Cannon,All,2024,5,FORD,F-150
2428,Cannon,All,2024,4,FORD,FUSION
2429,Cannon,All,2024,7,FORD,MUSTANG MACH-E
2430,Cannon,All,2024,1,HYUNDAI,IONIQ
2431,Cannon,All,2024,4,KIA,NIRO
2432,Cannon,All,2024,3,NISSAN,LEAF
2433,Cannon,All,2024,2,TESLA,CYBERTRUCK
2434,Cannon,All,2024,7,TESLA,MODEL 3
2435,Cannon,All,2024,4,TESLA,MODEL S
2436,Cannon,All,2024,4,TESLA,MODEL X
2437,Cannon,All,2024,14,TESLA,MODEL Y
2438,Cannon,All,2024,4,TOYOTA,RAV4 PRIME
2439,Cannon,All,2024,4,VOLVO,S60
2440,Cannon,All,2024,4,VOLVO,XC90
2441,Cannon,BEV,2024,1,CHEVROLET,BOLT EV
2442,Cannon,BEV,2024,5,FORD,F-150
2443,Cannon,BEV,2024,7,FORD,MUSTANG MACH-E
2444,Cannon,BEV,2024,4,KIA,NIRO
2445,Cannon,BEV,2024,3,NISSAN,LEAF
2446,Cannon,BEV,2024,2,TESLA,CYBERTRUCK
2447,Cannon,BEV,2024,7,TESLA,MODEL 3
2448,Cannon,BEV,2024,4,TESLA,MODEL S
2449,Cannon,BEV,2024,4,TESLA,MODEL X
2450,Cannon,BEV,2024,14,TESLA,MODEL Y
2451,Cannon,PHEV,2024,3,BMW,I3
2452,Cannon,PHEV,2024,5,BMW,X5
2453,Cannon,PHEV,2024,1,FORD,ESCAPE
2454,Cannon,PHEV,2024,4,FORD,FUSION
2455,Cannon,PHEV,2024,1,HYUNDAI,IONIQ
2456,Cannon,PHEV,2024,4,TOYOTA,RAV4 PRIME
2457,Cannon,PHEV,2024,4,VOLVO,S60
2458,Cannon,PHEV,2024,4,VOLVO,XC90
2459,Carroll,All,2019,4,BMW,I3
2460,Carroll,All,2019,4,CHEVROLET,BOLT EV
2461,Carroll,All,2019,5,CHEVROLET,VOLT
2462,Carroll,All,2019,4,FORD,FUSION
2463,Carroll,All,2019,1,HONDA,CLARITY
2464,Carroll,All,2019,4,TOYOTA,PRIUS PRIME
2465,Carroll,BEV,2019,4,CHEVROLET,BOLT EV
2466,Carroll,PHEV,2019,4,BMW,I3
2467,Carroll,PHEV,2019,5,CHEVROLET,VOLT
2468,Carroll,PHEV,2019,4,FORD,FUSION
2469,Carroll,PHEV,2019,1,HONDA,CLARITY
2470,Carroll,PHEV,2019,4,TOYOTA,PRIUS PRIME
2471,Carroll,All,2020,4,BMW,I3
2472,Carroll,All,2020,4,CHEVROLET,BOLT EV
2473,Carroll,All,2020,5,CHEVROLET,VOLT
2474,Carroll,All,2020,4,FORD,FUSION
2475,Carroll,All,2020,2,HONDA,CLARITY
2476,Carroll,All,2020,4,TOYOTA,PRIUS PRIME
2477,Carroll,BEV,2020,4,CHEVROLET,BOLT EV
2478,Carroll,PHEV,2020,4,BMW,I3
2479,Carroll,PHEV,2020,5,CHEVROLET,VOLT
2480,Carroll,PHEV,2020,4,FORD,FUSION
2481,Carroll,PHEV,2020,2,HONDA,CLARITY
2482,Carroll,PHEV,2020,4,TOYOTA,PRIUS PRIME
2483,Carroll,All,2021,3,BMW,I3
2484,Carroll,All,2021,4,CHEVROLET,BOLT EV
2485,Carroll,All,2021,8,CHEVROLET,VOLT
2486,Carroll,All,2021,3,CHRYSLER,PACIFICA
2487,Carroll,All,2021,5,FORD,FUSION
2488,Carroll,All,2021,7,FORD,MUSTANG MACH-E
2489,Carroll,All,2021,4,HONDA,CLARITY
2490,Carroll,All,2021,6,NISSAN,LEAF
2491,Carroll,All,2021,3,TESLA,MODEL 3
2492,Carroll,All,2021,1,TESLA,MODEL S
2493,Carroll,All,2021,3,TESLA,MODEL X
2494,Carroll,All,2021,4,TOYOTA,PRIUS PRIME
2495,Carroll,BEV,2021,4,CHEVROLET,BOLT EV
2496,Carroll,BEV,2021,7,FORD,MUSTANG MACH-E
2497,Carroll,BEV,2021,6,NISSAN,LEAF
2498,Carroll,BEV,2021,3,TESLA,MODEL 3
2499,Carroll,BEV,2021,1,TESLA,MODEL S
2500,Carroll,BEV,2021,3,TESLA,MODEL X
2501,Carroll,PHEV,2021,3,BMW,I3
2502,Carroll,PHEV,2021,8,CHEVROLET,VOLT
2503,Carroll,PHEV,2021,3,CHRYSLER,PACIFICA
2504,Carroll,PHEV,2021,5,FORD,FUSION
2505,Carroll,PHEV,2021,4,HONDA,CLARITY
2506,Carroll,PHEV,2021,4,TOYOTA,PRIUS PRIME
2507,Carroll,All,2022,5,BMW,I3
2508,Carroll,All,2022,4,CHEVROLET,BOLT EV
2509,Carroll,All,2022,8,CHEVROLET,VOLT
2510,Carroll,All,2022,4,CHRYSLER,PACIFICA
2511,Carroll,All,2022,2,FORD,F-150
2512,Carroll,All,2022,8,FORD,FUSION
2513,Carroll,All,2022,6,FORD,MUSTANG MACH-E
2514,Carroll,All,2022,3,HONDA,CLARITY
2515,Carroll,All,2022,3,NISSAN,LEAF
2516,Carroll,All,2022,10,TESLA,MODEL 3
2517,Carroll,All,2022,7,TESLA,MODEL S
2518,Carroll,All,2022,4,TESLA,MODEL X
2519,Carroll,All,2022,4,TESLA,MODEL Y
2520,Carroll,All,2022,4,TOYOTA,PRIUS PRIME
2521,Carroll,BEV,2022,1,BMW,I3
2522,Carroll,BEV,2022,4,CHEVROLET,BOLT EV
2523,Carroll,BEV,2022,2,FORD,F-150
2524,Carroll,BEV,2022,6,FORD,MUSTANG MACH-E
2525,Carroll,BEV,2022,3,NISSAN,LEAF
2526,Carroll,BEV,2022,10,TESLA,MODEL 3
2527,Carroll,BEV,2022,7,TESLA,MODEL S
2528,Carroll,BEV,2022,4,TESLA,MODEL X
2529,Carroll,BEV,2022,4,TESLA,MODEL Y
2530,Carroll,PHEV,2022,4,BMW,I3
2531,Carroll,PHEV,2022,8,CHEVROLET,VOLT
2532,Carroll,PHEV,2022,4,CHRYSLER,PACIFICA
2533,Carroll,PHEV,2022,8,FORD,FUSION
2534,Carroll,PHEV,2022,3,HONDA,CLARITY
2535,Carroll,PHEV,2022,4,TOYOTA,PRIUS PRIME
2536,Carroll,All,2023,9,BMW,I3
2537,Carroll,All,2023,1,BMW,I8
2538,Carroll,All,2023,4,CHEVROLET,BOLT EV
2539,Carroll,All,2023,5,CHEVROLET,VOLT
2540,Carroll,All,2023,3,CHRYSLER,PACIFICA
2541,Carroll,All,2023,5,FORD,F-150
2542,Carroll,All,2023,11,FORD,FUSION
2543,Carroll,All,2023,9,FORD,MUSTANG MACH-E
2544,Carroll,All,2023,4,HONDA,CLARITY
2545,Carroll,All,2023,3,JEEP,WRANGLER
2546,Carroll,All,2023,4,KIA,EV6
2547,Carroll,All,2023,6,NISSAN,LEAF
2548,Carroll,All,2023,2,RIVIAN,R1S
2549,Carroll,All,2023,17,TESLA,MODEL 3
2550,Carroll,All,2023,7,TESLA,MODEL S
2551,Carroll,All,2023,4,TESLA,MODEL X
2552,Carroll,All,2023,5,TESLA,MODEL Y
2553,Carroll,All,2023,2,TOYOTA,PRIUS PRIME
2554,Carroll,BEV,2023,3,BMW,I3
2555,Carroll,BEV,2023,4,CHEVROLET,BOLT EV
2556,Carroll,BEV,2023,5,FORD,F-150
2557,Carroll,BEV,2023,9,FORD,MUSTANG MACH-E
2558,Carroll,BEV,2023,4,KIA,EV6
2559,Carroll,BEV,2023,6,NISSAN,LEAF
2560,Carroll,BEV,2023,2,RIVIAN,R1S
2561,Carroll,BEV,2023,17,TESLA,MODEL 3
2562,Carroll,BEV,2023,7,TESLA,MODEL S
2563,Carroll,BEV,2023,4,TESLA,MODEL X
2564,Carroll,BEV,2023,5,TESLA,MODEL Y
2565,Carroll,PHEV,2023,6,BMW,I3
2566,Carroll,PHEV,2023,1,BMW,I8
2567,Carroll,PHEV,2023,5,CHEVROLET,VOLT
2568,Carroll,PHEV,2023,3,CHRYSLER,PACIFICA
2569,Carroll,PHEV,2023,11,FORD,FUSION
2570,Carroll,PHEV,2023,4,HONDA,CLARITY
2571,Carroll,PHEV,2023,3,JEEP,WRANGLER
2572,Carroll,PHEV,2023,2,TOYOTA,PRIUS PRIME
2573,Carroll,All,2024,4,BMW,I3
2574,Carroll,All,2024,4,BMW,I8
2575,Carroll,All,2024,2,CHEVROLET,BOLT EV
2576,Carroll,All,2024,4,CHEVROLET,VOLT
2577,Carroll,All,2024,9,CHRYSLER,PACIFICA
2578,Carroll,All,2024,2,FORD,ESCAPE
2579,Carroll,All,2024,8,FORD,F-150
2580,Carroll,All,2024,6,FORD,FUSION
2581,Carroll,All,2024,11,FORD,MUSTANG MACH-E
2582,Carroll,All,2024,4,JEEP,WRANGLER
2583,Carroll,All,2024,8,KIA,EV6
2584,Carroll,All,2024,3,LINCOLN,AVIATOR
2585,Carroll,All,2024,9,NISSAN,LEAF
2586,Carroll,All,2024,4,RIVIAN,R1S
2587,Carroll,All,2024,1,TESLA,CYBERTRUCK
2588,Carroll,All,2024,21,TESLA,MODEL 3
2589,Carroll,All,2024,10,TESLA,MODEL S
2590,Carroll,All,2024,4,TESLA,MODEL X
2591,Carroll,All,2024,8,TESLA,MODEL Y
2592,Carroll,All,2024,3,TOYOTA,PRIUS PRIME
2593,Carroll,All,2024,1,VOLKSWAGEN,ID.4
2594,Carroll,BEV,2024,2,CHEVROLET,BOLT EV
2595,Carroll,BEV,2024,8,FORD,F-150
2596,Carroll,BEV,2024,11,FORD,MUSTANG MACH-E
2597,Carroll,BEV,2024,8,KIA,EV6
2598,Carroll,BEV,2024,9,NISSAN,LEAF
2599,Carroll,BEV,2024,4,RIVIAN,R1S
2600,Carroll,BEV,2024,1,TESLA,CYBERTRUCK
2601,Carroll,BEV,2024,21,TESLA,MODEL 3
2602,Carroll,BEV,2024,10,TESLA,MODEL S
2603,Carroll,BEV,2024,4,TESLA,MODEL X
2604,Carroll,BEV,2024,8,TESLA,MODEL Y
2605,Carroll,BEV,2024,1,VOLKSWAGEN,ID.4
2606,Carroll,PHEV,2024,4,BMW,I3
2607,Carroll,PHEV,2024,4,BMW,I8
2608,Carroll,PHEV,2024,4,CHEVROLET,VOLT
2609,Carroll,PHEV,2024,9,CHRYSLER,PACIFICA
2610,Carroll,PHEV,2024,2,FORD,ESCAPE
2611,Carroll,PHEV,2024,6,FORD,FUSION
2612,Carroll,PHEV,2024,4,JEEP,WRANGLER
2613,Carroll,PHEV,2024,3,LINCOLN,AVIATOR
2614,Carroll,PHEV,2024,3,TOYOTA,PRIUS PRIME
2615,Carter,All,2019,3,BMW,I3
2616,Carter,All,2019,15,CHEVROLET,VOLT
2617,Carter,All,2019,4,FORD,C-MAX
2618,Carter,All,2019,7,HONDA,CLARITY
2619,Carter,All,2019,8,NISSAN,LEAF
2620,Carter,All,2019,4,TESLA,MODEL 3
2621,Carter,All,2019,4,TESLA,MODEL S
2622,Carter,All,2019,4,TESLA,MODEL X
2623,Carter,All,2019,4,TOYOTA,PRIUS PLUG-IN
2624,Carter,All,2019,4,TOYOTA,PRIUS PRIME
2625,Carter,BEV,2019,8,NISSAN,LEAF
2626,Carter,BEV,2019,4,TESLA,MODEL 3
2627,Carter,BEV,2019,4,TESLA,MODEL S
2628,Carter,BEV,2019,4,TESLA,MODEL X
2629,Carter,PHEV,2019,3,BMW,I3
2630,Carter,PHEV,2019,15,CHEVROLET,VOLT
2631,Carter,PHEV,2019,4,FORD,C-MAX
2632,Carter,PHEV,2019,7,HONDA,CLARITY
2633,Carter,PHEV,2019,4,TOYOTA,PRIUS PLUG-IN
2634,Carter,PHEV,2019,4,TOYOTA,PRIUS PRIME
2635,Carter,All,2020,3,BMW,I3
2636,Carter,All,2020,1,BMW,X5
2637,Carter,All,2020,11,CHEVROLET,VOLT
2638,Carter,All,2020,2,CHRYSLER,PACIFICA
2639,Carter,All,2020,4,FORD,C-MAX
2640,Carter,All,2020,4,HONDA,CLARITY
2641,Carter,All,2020,5,KIA,NIRO
2642,Carter,All,2020,8,NISSAN,LEAF
2643,Carter,All,2020,16,TESLA,MODEL 3
2644,Carter,All,2020,6,TESLA,MODEL S
2645,Carter,All,2020,4,TESLA,MODEL X
2646,Carter,All,2020,6,TOYOTA,PRIUS PLUG-IN
2647,Carter,All,2020,6,TOYOTA,PRIUS PRIME
2648,Carter,BEV,2020,8,NISSAN,LEAF
2649,Carter,BEV,2020,16,TESLA,MODEL 3
2650,Carter,BEV,2020,6,TESLA,MODEL S
2651,Carter,BEV,2020,4,TESLA,MODEL X
2652,Carter,PHEV,2020,3,BMW,I3
2653,Carter,PHEV,2020,1,BMW,X5
2654,Carter,PHEV,2020,11,CHEVROLET,VOLT
2655,Carter,PHEV,2020,2,CHRYSLER,PACIFICA
2656,Carter,PHEV,2020,4,FORD,C-MAX
2657,Carter,PHEV,2020,4,HONDA,CLARITY
2658,Carter,PHEV,2020,5,KIA,NIRO
2659,Carter,PHEV,2020,6,TOYOTA,PRIUS PLUG-IN
2660,Carter,PHEV,2020,6,TOYOTA,PRIUS PRIME
2661,Carter,All,2021,3,BMW,I3
2662,Carter,All,2021,1,BMW,X5
2663,Carter,All,2021,11,CHEVROLET,VOLT
2664,Carter,All,2021,8,CHRYSLER,PACIFICA
2665,Carter,All,2021,4,FORD,C-MAX
2666,Carter,All,2021,5,FORD,FUSION
2667,Carter,All,2021,5,FORD,MUSTANG MACH-E
2668,Carter,All,2021,4,HONDA,CLARITY
2669,Carter,All,2021,5,JEEP,WRANGLER
2670,Carter,All,2021,4,KIA,NIRO
2671,Carter,All,2021,2,KIA,SOUL
2672,Carter,All,2021,8,NISSAN,LEAF
2673,Carter,All,2021,19,TESLA,MODEL 3
2674,Carter,All,2021,2,TESLA,MODEL S
2675,Carter,All,2021,4,TESLA,MODEL X
2676,Carter,All,2021,2,TESLA,MODEL Y
2677,Carter,All,2021,8,TOYOTA,PRIUS PLUG-IN
2678,Carter,All,2021,8,TOYOTA,PRIUS PRIME
2679,Carter,All,2021,4,TOYOTA,RAV4 PRIME
2680,Carter,BEV,2021,5,FORD,MUSTANG MACH-E
2681,Carter,BEV,2021,2,KIA,SOUL
2682,Carter,BEV,2021,8,NISSAN,LEAF
2683,Carter,BEV,2021,19,TESLA,MODEL 3
2684,Carter,BEV,2021,2,TESLA,MODEL S
2685,Carter,BEV,2021,4,TESLA,MODEL X
2686,Carter,BEV,2021,2,TESLA,MODEL Y
2687,Carter,PHEV,2021,3,BMW,I3
2688,Carter,PHEV,2021,1,BMW,X5
2689,Carter,PHEV,2021,11,CHEVROLET,VOLT
2690,Carter,PHEV,2021,8,CHRYSLER,PACIFICA
2691,Carter,PHEV,2021,4,FORD,C-MAX
2692,Carter,PHEV,2021,5,FORD,FUSION
2693,Carter,PHEV,2021,4,HONDA,CLARITY
2694,Carter,PHEV,2021,5,JEEP,WRANGLER
2695,Carter,PHEV,2021,4,KIA,NIRO
2696,Carter,PHEV,2021,8,TOYOTA,PRIUS PLUG-IN
2697,Carter,PHEV,2021,8,TOYOTA,PRIUS PRIME
2698,Carter,PHEV,2021,4,TOYOTA,RAV4 PRIME
2699,Carter,All,2022,3,AUDI,A3
2700,Carter,All,2022,7,BMW,I3
2701,Carter,All,2022,3,CHEVROLET,BOLT EV
2702,Carter,All,2022,19,CHEVROLET,VOLT
2703,Carter,All,2022,5,CHRYSLER,PACIFICA
2704,Carter,All,2022,7,FORD,C-MAX
2705,Carter,All,2022,7,FORD,FUSION
2706,Carter,All,2022,7,FORD,MUSTANG MACH-E
2707,Carter,All,2022,4,HONDA,CLARITY
2708,Carter,All,2022,3,HYUNDAI,IONIQ 5
2709,Carter,All,2022,14,JEEP,WRANGLER
2710,Carter,All,2022,5,KIA,NIRO
2711,Carter,All,2022,6,KIA,SOUL
2712,Carter,All,2022,6,NISSAN,LEAF
2713,Carter,All,2022,3,RIVIAN,R1T
2714,Carter,All,2022,24,TESLA,MODEL 3
2715,Carter,All,2022,4,TESLA,MODEL X
2716,Carter,All,2022,10,TESLA,MODEL Y
2717,Carter,All,2022,6,TOYOTA,PRIUS PLUG-IN
2718,Carter,All,2022,6,TOYOTA,PRIUS PRIME
2719,Carter,All,2022,8,TOYOTA,RAV4 PRIME
2720,Carter,All,2022,1,VOLKSWAGEN,ID.4
2721,Carter,BEV,2022,4,BMW,I3
2722,Carter,BEV,2022,3,CHEVROLET,BOLT EV
2723,Carter,BEV,2022,7,FORD,MUSTANG MACH-E
2724,Carter,BEV,2022,3,HYUNDAI,IONIQ 5
2725,Carter,BEV,2022,1,KIA,NIRO
2726,Carter,BEV,2022,6,KIA,SOUL
2727,Carter,BEV,2022,6,NISSAN,LEAF
2728,Carter,BEV,2022,3,RIVIAN,R1T
2729,Carter,BEV,2022,24,TESLA,MODEL 3
2730,Carter,BEV,2022,4,TESLA,MODEL X
2731,Carter,BEV,2022,10,TESLA,MODEL Y
2732,Carter,BEV,2022,1,VOLKSWAGEN,ID.4
2733,Carter,PHEV,2022,3,AUDI,A3
2734,Carter,PHEV,2022,3,BMW,I3
2735,Carter,PHEV,2022,19,CHEVROLET,VOLT
2736,Carter,PHEV,2022,5,CHRYSLER,PACIFICA
2737,Carter,PHEV,2022,7,FORD,C-MAX
2738,Carter,PHEV,2022,7,FORD,FUSION
