,County,Technology,Year,Vehicle Count,Make,Model
0,Anderson,All,2019,4,BMW,330E
1,Anderson,All,2019,4,BMW,I3
2,Anderson,All,2019,4,BMW,X5
3,Anderson,All,2019,4,CADILLAC,CT6
4,Anderson,All,2019,9,CHEVROLET,BOLT EV
5,Anderson,All,2019,54,CHEVROLET,VOLT
6,Anderson,All,2019,4,CHRYSLER,PACIFICA
7,Anderson,All,2019,8,FIAT,500
8,Anderson,All,2019,8,FORD,C-MAX
9,Anderson,All,2019,32,FORD,FUSION
10,Anderson,All,2019,4,HONDA,CLARITY
11,Anderson,All,2019,4,MITSUBISHI,I-MIEV
12,Anderson,All,2019,38,NISSAN,LEAF
13,Anderson,All,2019,10,TESLA,MODEL 3
14,Anderson,All,2019,21,TESLA,MODEL S
15,Anderson,All,2019,4,TESLA,MODEL X
16,Anderson,All,2019,4,TOYOTA,PRIUS PLUG-IN
17,Anderson,All,2019,11,TOYOTA,PRIUS PRIME
18,Anderson,BEV,2019,9,CHEVROLET,BOLT EV
19,Anderson,BEV,2019,8,FIAT,500
20,Anderson,BEV,2019,4,MITSUBISHI,I-MIEV
21,Anderson,BEV,2019,38,NISSAN,LEAF
22,Anderson,BEV,2019,10,TESLA,MODEL 3
23,Anderson,BEV,2019,21,TESLA,MODEL S
24,Anderson,BEV,2019,4,TESLA,MODEL X
25,Anderson,PHEV,2019,4,BMW,330E
26,Anderson,PHEV,2019,4,BMW,I3
27,Anderson,PHEV,2019,4,BMW,X5
28,Anderson,PHEV,2019,4,CADILLAC,CT6
29,Anderson,PHEV,2019,54,CHEVROLET,VOLT
30,Anderson,PHEV,2019,4,CHRYSLER,PACIFICA
31,Anderson,PHEV,2019,8,FORD,C-MAX
32,Anderson,PHEV,2019,32,FORD,FUSION
33,Anderson,PHEV,2019,4,HONDA,CLARITY
34,Anderson,PHEV,2019,4,TOYOTA,PRIUS PLUG-IN
35,Anderson,PHEV,2019,11,TOYOTA,PRIUS PRIME
36,Anderson,All,2020,3,BMW,330E
37,Anderson,All,2020,6,BMW,I3
38,Anderson,All,2020,4,BMW,X5
39,Anderson,All,2020,3,CADILLAC,CT6
40,Anderson,All,2020,12,CHEVROLET,BOLT EV
41,Anderson,All,2020,43,CHEVROLET,VOLT
42,Anderson,All,2020,10,CHRYSLER,PACIFICA
43,Anderson,All,2020,11,FIAT,500
44,Anderson,All,2020,14,FORD,C-MAX
45,Anderson,All,2020,23,FORD,FUSION
46,Anderson,All,2020,3,HONDA,CLARITY
47,Anderson,All,2020,2,KIA,OPTIMA
48,Anderson,All,2020,3,MITSUBISHI,I-MIEV
49,Anderson,All,2020,1,MITSUBISHI,OUTLANDER
50,Anderson,All,2020,39,NISSAN,LEAF
51,Anderson,All,2020,3,SMART,FORTWO
52,Anderson,All,2020,18,TESLA,MODEL 3
53,Anderson,All,2020,30,TESLA,MODEL S
54,Anderson,All,2020,7,TESLA,MODEL X
55,Anderson,All,2020,3,TOYOTA,PRIUS PLUG-IN
56,Anderson,All,2020,16,TOYOTA,PRIUS PRIME
57,Anderson,All,2020,3,VOLVO,XC60
58,Anderson,BEV,2020,2,BMW,I3
59,Anderson,BEV,2020,12,CHEVROLET,BOLT EV
60,Anderson,BEV,2020,11,FIAT,500
61,Anderson,BEV,2020,3,MITSUBISHI,I-MIEV
62,Anderson,BEV,2020,39,NISSAN,LEAF
63,Anderson,BEV,2020,3,SMART,FORTWO
64,Anderson,BEV,2020,18,TESLA,MODEL 3
65,Anderson,BEV,2020,30,TESLA,MODEL S
66,Anderson,BEV,2020,7,TESLA,MODEL X
67,Anderson,PHEV,2020,3,BMW,330E
68,Anderson,PHEV,2020,4,BMW,I3
69,Anderson,PHEV,2020,4,BMW,X5
70,Anderson,PHEV,2020,3,CADILLAC,CT6
71,Anderson,PHEV,2020,43,CHEVROLET,VOLT
72,Anderson,PHEV,2020,10,CHRYSLER,PACIFICA
73,Anderson,PHEV,2020,14,FORD,C-MAX
74,Anderson,PHEV,2020,23,FORD,FUSION
75,Anderson,PHEV,2020,3,HONDA,CLARITY
76,Anderson,PHEV,2020,2,KIA,OPTIMA
77,Anderson,PHEV,2020,1,MITSUBISHI,OUTLANDER
78,Anderson,PHEV,2020,3,TOYOTA,PRIUS PLUG-IN
79,Anderson,PHEV,2020,16,TOYOTA,PRIUS PRIME
80,Anderson,PHEV,2020,3,VOLVO,XC60
81,Anderson,All,2021,8,BMW,I3
82,Anderson,All,2021,2,BMW,X5
83,Anderson,All,2021,4,CADILLAC,CT6
84,Anderson,All,2021,2,CADILLAC,ELR
85,Anderson,All,2021,18,CHEVROLET,BOLT EV
86,Anderson,All,2021,50,CHEVROLET,VOLT
87,Anderson,All,2021,22,CHRYSLER,PACIFICA
88,Anderson,All,2021,6,FIAT,500
89,Anderson,All,2021,17,FORD,C-MAX
90,Anderson,All,2021,22,FORD,FUSION
91,Anderson,All,2021,2,FORD,MUSTANG MACH-E
92,Anderson,All,2021,5,HONDA,CLARITY
93,Anderson,All,2021,1,HYUNDAI,IONIQ
94,Anderson,All,2021,6,JEEP,WRANGLER
95,Anderson,All,2021,3,KIA,NIRO
96,Anderson,All,2021,3,KIA,OPTIMA
97,Anderson,All,2021,1,KIA,SORENTO
98,Anderson,All,2021,3,MITSUBISHI,OUTLANDER
99,Anderson,All,2021,45,NISSAN,LEAF
100,Anderson,All,2021,4,PORSCHE,CAYENNE
101,Anderson,All,2021,4,SMART,FORTWO
102,Anderson,All,2021,26,TESLA,MODEL 3
103,Anderson,All,2021,34,TESLA,MODEL S
104,Anderson,All,2021,5,TESLA,MODEL X
105,Anderson,All,2021,8,TESLA,MODEL Y
106,Anderson,All,2021,7,TOYOTA,PRIUS PLUG-IN
107,Anderson,All,2021,19,TOYOTA,PRIUS PRIME
108,Anderson,All,2021,6,TOYOTA,RAV4 PRIME
109,Anderson,All,2021,2,VOLKSWAGEN,ID.4
110,Anderson,All,2021,4,VOLVO,XC60
111,Anderson,BEV,2021,4,BMW,I3
112,Anderson,BEV,2021,18,CHEVROLET,BOLT EV
113,Anderson,BEV,2021,6,FIAT,500
114,Anderson,BEV,2021,2,FORD,MUSTANG MACH-E
115,Anderson,BEV,2021,45,NISSAN,LEAF
116,Anderson,BEV,2021,4,SMART,FORTWO
117,Anderson,BEV,2021,26,TESLA,MODEL 3
118,Anderson,BEV,2021,34,TESLA,MODEL S
119,Anderson,BEV,2021,5,TESLA,MODEL X
120,Anderson,BEV,2021,8,TESLA,MODEL Y
121,Anderson,BEV,2021,2,VOLKSWAGEN,ID.4
122,Anderson,PHEV,2021,4,BMW,I3
123,Anderson,PHEV,2021,2,BMW,X5
124,Anderson,PHEV,2021,4,CADILLAC,CT6
125,Anderson,PHEV,2021,2,CADILLAC,ELR
126,Anderson,PHEV,2021,50,CHEVROLET,VOLT
127,Anderson,PHEV,2021,22,CHRYSLER,PACIFICA
128,Anderson,PHEV,2021,17,FORD,C-MAX
129,Anderson,PHEV,2021,22,FORD,FUSION
130,Anderson,PHEV,2021,5,HONDA,CLARITY
131,Anderson,PHEV,2021,1,HYUNDAI,IONIQ
132,Anderson,PHEV,2021,6,JEEP,WRANGLER
133,Anderson,PHEV,2021,3,KIA,NIRO
134,Anderson,PHEV,2021,3,KIA,OPTIMA
135,Anderson,PHEV,2021,1,KIA,SORENTO
136,Anderson,PHEV,2021,3,MITSUBISHI,OUTLANDER
137,Anderson,PHEV,2021,4,PORSCHE,CAYENNE
138,Anderson,PHEV,2021,7,TOYOTA,PRIUS PLUG-IN
139,Anderson,PHEV,2021,19,TOYOTA,PRIUS PRIME
140,Anderson,PHEV,2021,6,TOYOTA,RAV4 PRIME
141,Anderson,PHEV,2021,4,VOLVO,XC60
142,Anderson,All,2022,2,AUDI,E-TRON
143,Anderson,All,2022,6,BMW,330E
144,Anderson,All,2022,3,BMW,530E
145,Anderson,All,2022,10,BMW,I3
146,Anderson,All,2022,1,CADILLAC,CT6
147,Anderson,All,2022,4,CHEVROLET,BOLT EUV
148,Anderson,All,2022,31,CHEVROLET,BOLT EV
149,Anderson,All,2022,61,CHEVROLET,VOLT
150,Anderson,All,2022,27,CHRYSLER,PACIFICA
151,Anderson,All,2022,4,FIAT,500
152,Anderson,All,2022,19,FORD,C-MAX
153,Anderson,All,2022,1,FORD,F-150
154,Anderson,All,2022,2,FORD,FOCUS
155,Anderson,All,2022,26,FORD,FUSION
156,Anderson,All,2022,5,FORD,MUSTANG MACH-E
157,Anderson,All,2022,8,HONDA,CLARITY
158,Anderson,All,2022,8,HYUNDAI,IONIQ
159,Anderson,All,2022,3,HYUNDAI,IONIQ 5
160,Anderson,All,2022,4,HYUNDAI,KONA ELECTRIC
161,Anderson,All,2022,2,HYUNDAI,SONATA
162,Anderson,All,2022,11,JEEP,WRANGLER
163,Anderson,All,2022,4,KIA,EV6
164,Anderson,All,2022,4,KIA,NIRO
165,Anderson,All,2022,7,KIA,SORENTO
166,Anderson,All,2022,3,MITSUBISHI,OUTLANDER
167,Anderson,All,2022,58,NISSAN,LEAF
168,Anderson,All,2022,7,POLESTAR,PS2
169,Anderson,All,2022,4,PORSCHE,CAYENNE
170,Anderson,All,2022,4,SMART,FORTWO
171,Anderson,All,2022,2,SUBARU,CROSSTREK
172,Anderson,All,2022,34,TESLA,MODEL 3
173,Anderson,All,2022,45,TESLA,MODEL S
174,Anderson,All,2022,7,TESLA,MODEL X
175,Anderson,All,2022,23,TESLA,MODEL Y
176,Anderson,All,2022,6,TOYOTA,PRIUS PLUG-IN
177,Anderson,All,2022,23,TOYOTA,PRIUS PRIME
178,Anderson,All,2022,14,TOYOTA,RAV4 PRIME
179,Anderson,All,2022,3,VOLKSWAGEN,ID.4
180,Anderson,All,2022,1,VOLVO,XC40
181,Anderson,All,2022,1,VOLVO,XC90
182,Anderson,BEV,2022,2,AUDI,E-TRON
183,Anderson,BEV,2022,8,BMW,I3
184,Anderson,BEV,2022,4,CHEVROLET,BOLT EUV
185,Anderson,BEV,2022,31,CHEVROLET,BOLT EV
186,Anderson,BEV,2022,4,FIAT,500
187,Anderson,BEV,2022,1,FORD,F-150
188,Anderson,BEV,2022,2,FORD,FOCUS
189,Anderson,BEV,2022,5,FORD,MUSTANG MACH-E
190,Anderson,BEV,2022,3,HYUNDAI,IONIQ 5
191,Anderson,BEV,2022,4,HYUNDAI,KONA ELECTRIC
192,Anderson,BEV,2022,4,KIA,EV6
193,Anderson,BEV,2022,58,NISSAN,LEAF
194,Anderson,BEV,2022,7,POLESTAR,PS2
195,Anderson,BEV,2022,4,SMART,FORTWO
196,Anderson,BEV,2022,34,TESLA,MODEL 3
197,Anderson,BEV,2022,45,TESLA,MODEL S
198,Anderson,BEV,2022,7,TESLA,MODEL X
199,Anderson,BEV,2022,23,TESLA,MODEL Y
200,Anderson,BEV,2022,3,VOLKSWAGEN,ID.4
201,Anderson,BEV,2022,1,VOLVO,XC40
202,Anderson,PHEV,2022,6,BMW,330E
203,Anderson,PHEV,2022,3,BMW,530E
204,Anderson,PHEV,2022,2,BMW,I3
205,Anderson,PHEV,2022,1,CADILLAC,CT6
206,Anderson,PHEV,2022,61,CHEVROLET,VOLT
207,Anderson,PHEV,2022,27,CHRYSLER,PACIFICA
208,Anderson,PHEV,2022,19,FORD,C-MAX
209,Anderson,PHEV,2022,26,FORD,FUSION
210,Anderson,PHEV,2022,8,HONDA,CLARITY
211,Anderson,PHEV,2022,8,HYUNDAI,IONIQ
212,Anderson,PHEV,2022,2,HYUNDAI,SONATA
213,Anderson,PHEV,2022,11,JEEP,WRANGLER
214,Anderson,PHEV,2022,4,KIA,NIRO
215,Anderson,PHEV,2022,7,KIA,SORENTO
216,Anderson,PHEV,2022,3,MITSUBISHI,OUTLANDER
217,Anderson,PHEV,2022,4,PORSCHE,CAYENNE
218,Anderson,PHEV,2022,2,SUBARU,CROSSTREK
219,Anderson,PHEV,2022,6,TOYOTA,PRIUS PLUG-IN
220,Anderson,PHEV,2022,23,TOYOTA,PRIUS PRIME
221,Anderson,PHEV,2022,14,TOYOTA,RAV4 PRIME
222,Anderson,PHEV,2022,1,VOLVO,XC90
223,Anderson,All,2023,5,AUDI,E-TRON
224,Anderson,All,2023,8,BMW,330E
225,Anderson,All,2023,1,BMW,530E
226,Anderson,All,2023,8,BMW,I3
227,Anderson,All,2023,2,BMW,X3
228,Anderson,All,2023,9,BMW,X5
229,Anderson,All,2023,14,CHEVROLET,BOLT EUV
230,Anderson,All,2023,32,CHEVROLET,BOLT EV
231,Anderson,All,2023,60,CHEVROLET,VOLT
232,Anderson,All,2023,36,CHRYSLER,PACIFICA
233,Anderson,All,2023,3,FIAT,500
234,Anderson,All,2023,3,FISKER,KARMA
235,Anderson,All,2023,19,FORD,C-MAX
236,Anderson,All,2023,3,FORD,ESCAPE
237,Anderson,All,2023,3,FORD,F-150
238,Anderson,All,2023,3,FORD,FOCUS
239,Anderson,All,2023,26,FORD,FUSION
240,Anderson,All,2023,16,FORD,MUSTANG MACH-E
241,Anderson,All,2023,8,HONDA,CLARITY
242,Anderson,All,2023,9,HYUNDAI,IONIQ
243,Anderson,All,2023,8,HYUNDAI,IONIQ 5
244,Anderson,All,2023,9,HYUNDAI,KONA ELECTRIC
245,Anderson,All,2023,2,HYUNDAI,SONATA
246,Anderson,All,2023,9,JEEP,GRAND CHEROKEE
247,Anderson,All,2023,26,JEEP,WRANGLER
248,Anderson,All,2023,8,KIA,EV6
249,Anderson,All,2023,8,KIA,NIRO
250,Anderson,All,2023,8,KIA,SORENTO
251,Anderson,All,2023,1,LEXUS,NX
252,Anderson,All,2023,1,LINCOLN,AVIATOR
253,Anderson,All,2023,4,MERCEDES-BENZ,EQS-CLASS SEDAN
254,Anderson,All,2023,13,MITSUBISHI,OUTLANDER
255,Anderson,All,2023,6,NISSAN,ARIYA
256,Anderson,All,2023,60,NISSAN,LEAF
257,Anderson,All,2023,7,POLESTAR,PS2
258,Anderson,All,2023,4,PORSCHE,CAYENNE
259,Anderson,All,2023,3,PORSCHE,PANAMERA
260,Anderson,All,2023,1,RIVIAN,R1S
261,Anderson,All,2023,4,SMART,FORTWO
262,Anderson,All,2023,4,SUBARU,CROSSTREK
263,Anderson,All,2023,48,TESLA,MODEL 3
264,Anderson,All,2023,56,TESLA,MODEL S
265,Anderson,All,2023,19,TESLA,MODEL X
266,Anderson,All,2023,42,TESLA,MODEL Y
267,Anderson,All,2023,4,TOYOTA,BZ4X
268,Anderson,All,2023,4,TOYOTA,PRIUS PLUG-IN
269,Anderson,All,2023,21,TOYOTA,PRIUS PRIME
270,Anderson,All,2023,19,TOYOTA,RAV4 PRIME
271,Anderson,All,2023,11,VOLKSWAGEN,ID.4
272,Anderson,All,2023,4,VOLVO,XC40
273,Anderson,All,2023,1,VOLVO,XC60
274,Anderson,All,2023,5,VOLVO,XC90
275,Anderson,BEV,2023,5,AUDI,E-TRON
276,Anderson,BEV,2023,8,BMW,I3
277,Anderson,BEV,2023,14,CHEVROLET,BOLT EUV
278,Anderson,BEV,2023,32,CHEVROLET,BOLT EV
279,Anderson,BEV,2023,3,FIAT,500
280,Anderson,BEV,2023,3,FORD,F-150
281,Anderson,BEV,2023,3,FORD,FOCUS
282,Anderson,BEV,2023,16,FORD,MUSTANG MACH-E
283,Anderson,BEV,2023,8,HYUNDAI,IONIQ 5
284,Anderson,BEV,2023,9,HYUNDAI,KONA ELECTRIC
285,Anderson,BEV,2023,8,KIA,EV6
286,Anderson,BEV,2023,4,KIA,NIRO
287,Anderson,BEV,2023,4,MERCEDES-BENZ,EQS-CLASS SEDAN
288,Anderson,BEV,2023,6,NISSAN,ARIYA
289,Anderson,BEV,2023,60,NISSAN,LEAF
290,Anderson,BEV,2023,7,POLESTAR,PS2
291,Anderson,BEV,2023,1,RIVIAN,R1S
292,Anderson,BEV,2023,4,SMART,FORTWO
293,Anderson,BEV,2023,48,TESLA,MODEL 3
294,Anderson,BEV,2023,56,TESLA,MODEL S
295,Anderson,BEV,2023,19,TESLA,MODEL X
296,Anderson,BEV,2023,42,TESLA,MODEL Y
297,Anderson,BEV,2023,4,TOYOTA,BZ4X
298,Anderson,BEV,2023,11,VOLKSWAGEN,ID.4
299,Anderson,BEV,2023,4,VOLVO,XC40
300,Anderson,PHEV,2023,8,BMW,330E
301,Anderson,PHEV,2023,1,BMW,530E
302,Anderson,PHEV,2023,2,BMW,X3
303,Anderson,PHEV,2023,9,BMW,X5
304,Anderson,PHEV,2023,60,CHEVROLET,VOLT
305,Anderson,PHEV,2023,36,CHRYSLER,PACIFICA
306,Anderson,PHEV,2023,3,FISKER,KARMA
307,Anderson,PHEV,2023,19,FORD,C-MAX
308,Anderson,PHEV,2023,3,FORD,ESCAPE
309,Anderson,PHEV,2023,26,FORD,FUSION
310,Anderson,PHEV,2023,8,HONDA,CLARITY
311,Anderson,PHEV,2023,9,HYUNDAI,IONIQ
312,Anderson,PHEV,2023,2,HYUNDAI,SONATA
313,Anderson,PHEV,2023,9,JEEP,GRAND CHEROKEE
314,Anderson,PHEV,2023,26,JEEP,WRANGLER
315,Anderson,PHEV,2023,4,KIA,NIRO
316,Anderson,PHEV,2023,8,KIA,SORENTO
317,Anderson,PHEV,2023,1,LEXUS,NX
318,Anderson,PHEV,2023,1,LINCOLN,AVIATOR
319,Anderson,PHEV,2023,13,MITSUBISHI,OUTLANDER
320,Anderson,PHEV,2023,4,PORSCHE,CAYENNE
321,Anderson,PHEV,2023,3,PORSCHE,PANAMERA
322,Anderson,PHEV,2023,4,SUBARU,CROSSTREK
323,Anderson,PHEV,2023,4,TOYOTA,PRIUS PLUG-IN
324,Anderson,PHEV,2023,21,TOYOTA,PRIUS PRIME
325,Anderson,PHEV,2023,19,TOYOTA,RAV4 PRIME
326,Anderson,PHEV,2023,1,VOLVO,XC60
327,Anderson,PHEV,2023,5,VOLVO,XC90
328,Anderson,All,2024,3,AUDI,E-TRON
329,Anderson,All,2024,8,BMW,330E
330,Anderson,All,2024,1,BMW,530E
331,Anderson,All,2024,7,BMW,I3
332,Anderson,All,2024,11,BMW,I4
333,Anderson,All,2024,1,BMW,IX
334,Anderson,All,2024,4,BMW,X3
335,Anderson,All,2024,18,BMW,X5
336,Anderson,All,2024,2,CADILLAC,LYRIQ
337,Anderson,All,2024,12,CHEVROLET,BOLT EUV
338,Anderson,All,2024,33,CHEVROLET,BOLT EV
339,Anderson,All,2024,2,CHEVROLET,SILVERADO EV
340,Anderson,All,2024,51,CHEVROLET,VOLT
341,Anderson,All,2024,34,CHRYSLER,PACIFICA
342,Anderson,All,2024,4,FIAT,500
343,Anderson,All,2024,1,FISKER,KARMA
344,Anderson,All,2024,1,FISKER,OCEAN
345,Anderson,All,2024,19,FORD,C-MAX
346,Anderson,All,2024,3,FORD,ESCAPE
347,Anderson,All,2024,8,FORD,F-150
348,Anderson,All,2024,2,FORD,FOCUS
349,Anderson,All,2024,35,FORD,FUSION
350,Anderson,All,2024,34,FORD,MUSTANG MACH-E
351,Anderson,All,2024,1,GMC,HUMMER EV PICKUP
352,Anderson,All,2024,8,HONDA,CLARITY
353,Anderson,All,2024,9,HYUNDAI,IONIQ
354,Anderson,All,2024,20,HYUNDAI,IONIQ 5
355,Anderson,All,2024,4,HYUNDAI,IONIQ 6
356,Anderson,All,2024,7,HYUNDAI,KONA ELECTRIC
357,Anderson,All,2024,2,JAGUAR,I-PACE
358,Anderson,All,2024,12,JEEP,GRAND CHEROKEE
359,Anderson,All,2024,33,JEEP,WRANGLER
360,Anderson,All,2024,1,KARMA,REVERO
361,Anderson,All,2024,22,KIA,EV6
362,Anderson,All,2024,2,KIA,EV9
363,Anderson,All,2024,13,KIA,NIRO
364,Anderson,All,2024,7,KIA,SORENTO
365,Anderson,All,2024,4,KIA,SPORTAGE
366,Anderson,All,2024,4,LINCOLN,AVIATOR
367,Anderson,All,2024,4,LINCOLN,CORSAIR
368,Anderson,All,2024,5,MERCEDES-BENZ,EQB-CLASS
369,Anderson,All,2024,4,MERCEDES-BENZ,EQS-CLASS SEDAN
370,Anderson,All,2024,28,MITSUBISHI,OUTLANDER
371,Anderson,All,2024,9,NISSAN,ARIYA
372,Anderson,All,2024,55,NISSAN,LEAF
373,Anderson,All,2024,4,POLESTAR,PS2
374,Anderson,All,2024,10,PORSCHE,CAYENNE
375,Anderson,All,2024,4,PORSCHE,PANAMERA
376,Anderson,All,2024,2,PORSCHE,TAYCAN
377,Anderson,All,2024,2,RIVIAN,R1S
378,Anderson,All,2024,4,RIVIAN,R1T
379,Anderson,All,2024,3,SMART,EQ FORTWO
380,Anderson,All,2024,4,SMART,FORTWO
381,Anderson,All,2024,3,SUBARU,CROSSTREK
382,Anderson,All,2024,63,TESLA,MODEL 3
383,Anderson,All,2024,56,TESLA,MODEL S
384,Anderson,All,2024,25,TESLA,MODEL X
385,Anderson,All,2024,48,TESLA,MODEL Y
386,Anderson,All,2024,7,TOYOTA,BZ4X
387,Anderson,All,2024,5,TOYOTA,PRIUS PLUG-IN
388,Anderson,All,2024,23,TOYOTA,PRIUS PRIME
389,Anderson,All,2024,25,TOYOTA,RAV4 PRIME
390,Anderson,All,2024,23,VOLKSWAGEN,ID.4
391,Anderson,All,2024,3,VOLVO,XC40
392,Anderson,All,2024,4,VOLVO,XC90
393,Anderson,BEV,2024,3,AUDI,E-TRON
394,Anderson,BEV,2024,7,BMW,I3
395,Anderson,BEV,2024,11,BMW,I4
396,Anderson,BEV,2024,1,BMW,IX
397,Anderson,BEV,2024,2,CADILLAC,LYRIQ
398,Anderson,BEV,2024,12,CHEVROLET,BOLT EUV
399,Anderson,BEV,2024,33,CHEVROLET,BOLT EV
400,Anderson,BEV,2024,2,CHEVROLET,SILVERADO EV
401,Anderson,BEV,2024,4,FIAT,500
402,Anderson,BEV,2024,1,FISKER,OCEAN
403,Anderson,BEV,2024,8,FORD,F-150
404,Anderson,BEV,2024,2,FORD,FOCUS
405,Anderson,BEV,2024,34,FORD,MUSTANG MACH-E
406,Anderson,BEV,2024,1,GMC,HUMMER EV PICKUP
407,Anderson,BEV,2024,20,HYUNDAI,IONIQ 5
408,Anderson,BEV,2024,4,HYUNDAI,IONIQ 6
409,Anderson,BEV,2024,7,HYUNDAI,KONA ELECTRIC
410,Anderson,BEV,2024,2,JAGUAR,I-PACE
411,Anderson,BEV,2024,22,KIA,EV6
412,Anderson,BEV,2024,2,KIA,EV9
413,Anderson,BEV,2024,6,KIA,NIRO
414,Anderson,BEV,2024,5,MERCEDES-BENZ,EQB-CLASS
415,Anderson,BEV,2024,4,MERCEDES-BENZ,EQS-CLASS SEDAN
416,Anderson,BEV,2024,9,NISSAN,ARIYA
417,Anderson,BEV,2024,55,NISSAN,LEAF
418,Anderson,BEV,2024,4,POLESTAR,PS2
419,Anderson,BEV,2024,2,PORSCHE,TAYCAN
420,Anderson,BEV,2024,2,RIVIAN,R1S
421,Anderson,BEV,2024,4,RIVIAN,R1T
422,Anderson,BEV,2024,3,SMART,EQ FORTWO
423,Anderson,BEV,2024,4,SMART,FORTWO
424,Anderson,BEV,2024,63,TESLA,MODEL 3
425,Anderson,BEV,2024,56,TESLA,MODEL S
426,Anderson,BEV,2024,25,TESLA,MODEL X
427,Anderson,BEV,2024,48,TESLA,MODEL Y
428,Anderson,BEV,2024,7,TOYOTA,BZ4X
429,Anderson,BEV,2024,23,VOLKSWAGEN,ID.4
430,Anderson,BEV,2024,3,VOLVO,XC40
431,Anderson,PHEV,2024,8,BMW,330E
432,Anderson,PHEV,2024,1,BMW,530E
433,Anderson,PHEV,2024,4,BMW,X3
434,Anderson,PHEV,2024,18,BMW,X5
435,Anderson,PHEV,2024,51,CHEVROLET,VOLT
436,Anderson,PHEV,2024,34,CHRYSLER,PACIFICA
437,Anderson,PHEV,2024,1,FISKER,KARMA
438,Anderson,PHEV,2024,19,FORD,C-MAX
439,Anderson,PHEV,2024,3,FORD,ESCAPE
440,Anderson,PHEV,2024,35,FORD,FUSION
441,Anderson,PHEV,2024,8,HONDA,CLARITY
442,Anderson,PHEV,2024,9,HYUNDAI,IONIQ
443,Anderson,PHEV,2024,12,JEEP,GRAND CHEROKEE
444,Anderson,PHEV,2024,33,JEEP,WRANGLER
445,Anderson,PHEV,2024,1,KARMA,REVERO
446,Anderson,PHEV,2024,7,KIA,NIRO
447,Anderson,PHEV,2024,7,KIA,SORENTO
448,Anderson,PHEV,2024,4,KIA,SPORTAGE
449,Anderson,PHEV,2024,4,LINCOLN,AVIATOR
450,Anderson,PHEV,2024,4,LINCOLN,CORSAIR
451,Anderson,PHEV,2024,28,MITSUBISHI,OUTLANDER
452,Anderson,PHEV,2024,10,PORSCHE,CAYENNE
453,Anderson,PHEV,2024,4,PORSCHE,PANAMERA
454,Anderson,PHEV,2024,3,SUBARU,CROSSTREK
455,Anderson,PHEV,2024,5,TOYOTA,PRIUS PLUG-IN
456,Anderson,PHEV,2024,23,TOYOTA,PRIUS PRIME
457,Anderson,PHEV,2024,25,TOYOTA,RAV4 PRIME
458,Anderson,PHEV,2024,4,VOLVO,XC90
459,Bedford,All,2019,4,CADILLAC,ELR
460,Bedford,All,2019,31,CHEVROLET,VOLT
461,Bedford,All,2019,3,FORD,FUSION
462,Bedford,All,2019,12,NISSAN,LEAF
463,Bedford,All,2019,2,PORSCHE,PANAMERA
464,Bedford,All,2019,5,TESLA,MODEL 3
465,Bedford,All,2019,10,TESLA,MODEL S
466,Bedford,BEV,2019,12,NISSAN,LEAF
467,Bedford,BEV,2019,5,TESLA,MODEL 3
468,Bedford,BEV,2019,10,TESLA,MODEL S
469,Bedford,PHEV,2019,4,CADILLAC,ELR
470,Bedford,PHEV,2019,31,CHEVROLET,VOLT
471,Bedford,PHEV,2019,3,FORD,FUSION
472,Bedford,PHEV,2019,2,PORSCHE,PANAMERA
473,Bedford,All,2020,6,CADILLAC,ELR
474,Bedford,All,2020,1,CHEVROLET,BOLT EV
475,Bedford,All,2020,38,CHEVROLET,VOLT
476,Bedford,All,2020,2,CHRYSLER,PACIFICA
477,Bedford,All,2020,4,FORD,C-MAX
478,Bedford,All,2020,4,FORD,FUSION
479,Bedford,All,2020,13,NISSAN,LEAF
480,Bedford,All,2020,4,PORSCHE,PANAMERA
481,Bedford,All,2020,11,TESLA,MODEL 3
482,Bedford,All,2020,12,TESLA,MODEL S
483,Bedford,All,2020,3,TESLA,MODEL X
484,Bedford,All,2020,3,TOYOTA,PRIUS PRIME
485,Bedford,BEV,2020,1,CHEVROLET,BOLT EV
486,Bedford,BEV,2020,13,NISSAN,LEAF
487,Bedford,BEV,2020,11,TESLA,MODEL 3
488,Bedford,BEV,2020,12,TESLA,MODEL S
489,Bedford,BEV,2020,3,TESLA,MODEL X
490,Bedford,PHEV,2020,6,CADILLAC,ELR
491,Bedford,PHEV,2020,38,CHEVROLET,VOLT
492,Bedford,PHEV,2020,2,CHRYSLER,PACIFICA
493,Bedford,PHEV,2020,4,FORD,C-MAX
494,Bedford,PHEV,2020,4,FORD,FUSION
495,Bedford,PHEV,2020,4,PORSCHE,PANAMERA
496,Bedford,PHEV,2020,3,TOYOTA,PRIUS PRIME
497,Bedford,All,2021,1,AUDI,Q5 E
498,Bedford,All,2021,2,BMW,I3
499,Bedford,All,2021,2,BMW,X5
500,Bedford,All,2021,6,CADILLAC,ELR
501,Bedford,All,2021,11,CHEVROLET,BOLT EV
502,Bedford,All,2021,36,CHEVROLET,VOLT
503,Bedford,All,2021,6,CHRYSLER,PACIFICA
504,Bedford,All,2021,2,FORD,FUSION
505,Bedford,All,2021,1,FORD,MUSTANG MACH-E
506,Bedford,All,2021,17,NISSAN,LEAF
507,Bedford,All,2021,2,PORSCHE,PANAMERA
508,Bedford,All,2021,19,TESLA,MODEL 3
509,Bedford,All,2021,15,TESLA,MODEL S
